V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61;V62;V63;V64;V65;V66;V67;V68;V69;V70;V71;V72;V73;V74;V75;V76;V77;V78;V79;V80;V81;V82;V83;V84;V85;V86;V87;V88;V89;V90;V91;V92;V93;V94;V95;V96;V97;V98;V99;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;Y
-0.00849587470293045;-0.006953767548173173;-0.004157501257072066;-0.00010691608412791154;0.001322749307600124;0.0016086027026176453;0.0027330152816691655;0.001894645771737813;-0.0007579552672677126;-0.005927733066728558;-0.010608720829931362;-0.012416536525144406;-0.014403343326964607;-0.014814926406084478;-0.01334712098715668;-0.012889768865148893;-0.012636046035815085;-0.011588968462863197;-0.010997711601903881;-0.011030471173383433;-0.011434170906826607;-0.011719033627186792;-0.010495541333141983;-0.0073080132320775815;-0.0029187063544483527;0.0011313604348796857;0.0005385264501733267;-0.0069832697005595135;-0.02017132672718014;-0.03554893966953632;-0.05040701503975914;-0.061415040013143574;-0.06138847061132979;-0.05809264162839467;-0.05897346088441752;-0.06297928347425946;-0.06677679944846587;-0.0703494294972743;-0.07371428722547274;-0.07655697189650296;-0.07861168493153686;-0.07713855247376328;-0.07444122774621187;-0.07028978696819077;-0.06538610981177473;-0.06136952024900305;-0.05623264509742543;-0.04639023466635561;-0.03174706485311862;-0.02004227749371934;-0.01544420395867302;-0.01709280175677802;-0.014738659737473847;-0.013378554229008965;-0.018118548443761928;-0.02653192943435606;-0.03287369694750186;-0.03194711471008044;-0.02857222622734007;-0.027724087490873794;-0.02790779532012294;-0.027261324353137273;-0.02709060604289426;-0.02559975345255966;-0.02114360362796458;-0.011354301440513748;0.004379573767468059;0.01810376093549243;0.024464547886686783;0.022103252047199318;0.010851997945268255;-0.003542365159018568;-0.014299064874649048;-0.0208420301392927;-0.025752595168049064;-0.030041576694633976;-0.03245047012628133;-0.03026261849928713;-0.025489092378293;-0.024972709053653785;-0.04006265810990739;-0.054447628936525105;-0.05867487091129109;-0.057699633856951205;-0.051850365632671425;-0.04147638683601962;-0.023201801261659383;0.00015837585521960573;0.021070130800796782;0.03350467929395584;0.0374590484267574;0.03625994794449561;0.03263347254971327;0.028351308683217558;0.025669031981694457;0.026319566419569118;0.02670755628812116;0.026895367998187814;0.03300389799021053;0.02854202814021356;0.025748770115739172;0.022398934525958536;0.022538130566225223;0.03234096401828834;0.02847696461920013;0.014244888040979009;0.006240298687401502;0.005670103986384456;0.0037057437634063772;-0.0033707633867101627;-0.012800217179928741;-0.023325130595999277;-0.030522223246299607;-0.04457866892976281;-0.05186891555786133;-0.05393182524180007;-0.05612556813126901;-31.055084600286968
-0.008365876972675323;-0.00700475932177852;-0.004461514747748946;-0.0006589146993928041;0.0008027583865796162;0.0011466071009635925;0.0023670129604258794;0.0018156398150880326;-0.000612952067690381;-0.005404732111146893;-0.009670707633939846;-0.011318529561414548;-0.013044342524924507;-0.013400925418077886;-0.012119131194332888;-0.011710759189169279;-0.011514048202563132;-0.010628961152949562;-0.010096712890317883;-0.010070463863469797;-0.010341170733257882;-0.010408029465352076;-0.009168548225346268;-0.00604400733264826;-0.0017257044881077155;0.002217357062687303;0.0017865285024804556;-0.0049172684045161175;-0.016606328219680444;-0.029958918059276307;-0.04260902877076195;-0.05184703421289638;-0.05163947530722213;-0.04870863536656911;-0.04954346963914774;-0.05313825859861859;-0.05657179880950408;-0.05978242004826917;-0.06277227515386324;-0.06527297817549466;-0.0671936701667511;-0.06628953854916458;-0.06438422544022737;-0.061170782957036596;-0.05720611737441206;-0.053923514308565734;-0.04959264296596333;-0.041184215980061056;-0.028228066230224336;-0.017506278672460795;-0.013471200809640427;-0.015126802153506536;-0.013048659441834809;-0.011893564109074883;-0.016445565274206264;-0.024310941160735455;-0.03013569798509952;-0.02944309378074389;-0.02649223274093565;-0.02579107905848549;-0.026027775416939958;-0.025597311682620305;-0.02551260287478818;-0.0240817721617424;-0.019784587924763286;-0.010241303908622879;0.005298558180615032;0.018711758114523802;0.024968564762907486;0.02283925020088584;0.01228599629159699;-0.0010933593168097056;-0.010985076427459717;-0.017085030169810278;-0.021810612183506217;-0.02580657727637531;-0.027935477889190263;-0.02570062799979067;-0.020915091542874298;-0.020044656628269264;-0.03343167118096757;-0.04645962305998397;-0.05041885274951741;-0.0495846402847161;-0.044360356563228676;-0.03501139884277926;-0.01850379296278548;0.0026304188926341565;0.021698125338150298;0.03307767161878494;0.03658709207833821;0.03535199039063208;0.03188245402554335;0.02781629739171365;0.025277012233006713;0.02573257987782107;0.026141610185978825;0.026785337823932442;0.03266689332865047;0.027980015944626402;0.025411765454179114;0.02274493948887968;0.023123090550050907;0.032001992403450696;0.028491925385038752;0.015708897325952154;0.008329262672844617;0.007688138444544856;0.0057497062420440725;-0.0005487218751745182;-0.009079218415890655;-0.01858012403471998;-0.024744208586418015;-0.03675067172212121;-0.04313790798187256;-0.0451627899024446;-0.046876596192182096;-26.465084447699077
-0.008268885314464569;-0.00677076638755153;-0.004186513817916487;-0.0006799104355149355;0.0004177570848141743;0.000460602343082428;0.000933014614097144;-0.0004373561527769576;-0.002731956794100293;-0.007067731502702679;-0.011099714091268642;-0.012535537198438473;-0.014382347590842476;-0.014758927842317998;-0.013484122263172915;-0.01304776587728726;-0.012661035283137168;-0.011536963410296669;-0.010890706363370861;-0.010882457939244944;-0.011378172343060128;-0.012088031081830042;-0.01137554430860585;-0.008588022978629095;-0.00467570227081493;-0.0007736487156253802;-0.0011164710178213633;-0.008051265725644963;-0.020469320148734704;-0.03537093039791461;-0.050091021015482406;-0.061561011788198505;-0.0632514733884294;-0.06089662293256337;-0.061498462648715;-0.06469527139502057;-0.06757380295608001;-0.07029143417790784;-0.073057295028436;-0.07553496085486172;-0.07698367346646423;-0.07472355108139878;-0.07120523197671114;-0.06668278208728562;-0.06174511538218641;-0.05769450646840918;-0.052901654425313915;-0.04391121788550234;-0.031050048137115205;-0.021413273730520488;-0.016975208864373703;-0.01796681446544196;-0.015672664521104218;-0.014085554723012261;-0.017405557682958706;-0.023887926996764508;-0.0289407142643201;-0.027658113483655267;-0.024409229219970074;-0.02355307365878151;-0.023510790477364762;-0.022444315380969304;-0.022052583047899144;-0.020676767421981046;-0.016706604068562114;-0.008137319552696365;0.005441549723431194;0.01709575698537341;0.02247655416949318;0.020407261484760353;0.010491002414186101;-0.0028183773412542856;-0.013580083847045898;-0.02030305513891123;-0.02483662078946325;-0.029006571840431705;-0.032288464701781816;-0.03221663756895876;-0.030071080236111603;-0.03126868807663352;-0.045703671493772746;-0.05832860656714034;-0.06150585311954304;-0.060522629042803255;-0.055475371116298744;-0.046468395045248134;-0.03021777459120345;-0.009236627463567015;0.009313114618850982;0.020512714476908722;0.024540099299560136;0.02409297101578467;0.021427441704071182;0.01824826178914407;0.01621203983234143;0.016915562799421413;0.016591575186131413;0.014617347616260323;0.019150884474738117;0.016655014228012632;0.014056782601243323;0.009787962598315714;0.009835129067049198;0.0190249883522422;0.01561392464880218;0.002155933592279058;-0.004752705157813342;-0.004325892965672429;-0.005346294429342646;-0.01190471800707149;-0.020542204885159454;-0.03018210853560499;-0.0378072221400374;-0.05310964331788537;-0.059999942779541016;-0.06114082821344924;-0.06357555268174508;-31.055084600286968
-0.006511874496936798;-0.00532176257190059;-0.002999502218375777;0.000606089577836505;0.002028751423803432;0.0024446025490760803;0.0037750236816325444;0.003558643541093587;0.001337043688458911;-0.003086737278154339;-0.006971705010381801;-0.008507529810323544;-0.009998351461806526;-0.010323925038515508;-0.009202124582508853;-0.008857767965834012;-0.008750046713877524;-0.008072964973368874;-0.007676719608953442;-0.007665461150266367;-0.007846165006443612;-0.0076880311056719;-0.006397543190899552;-0.003603018315161688;0.00025729734008594907;0.0037353532546657575;0.0033265188083810293;-0.002656270513090031;-0.012712326974181787;-0.023865922654079164;-0.03410702224000023;-0.041254037138769184;-0.040400483093019246;-0.03766562322438771;-0.03847345659288309;-0.04171827688055524;-0.044842796810602714;-0.04777643526509656;-0.05039230102704745;-0.05255495630583523;-0.05432568301083679;-0.05398955385563736;-0.0529042218448752;-0.05057577422614823;-0.04749810026358747;-0.044952508630388854;-0.04139564830367848;-0.034354238944538595;-0.022982052827285493;-0.013153291859869243;-0.009713217363519211;-0.011422820515551824;-0.009608636973267914;-0.008704536799657159;-0.013154554417577846;-0.020579928816375104;-0.026021695995734895;-0.02558610701965075;-0.023083234489974347;-0.022513091816740494;-0.022794789682000383;-0.022620327896991033;-0.02266260678485288;-0.021440749956389615;-0.017625588481709087;-0.009033326375282424;0.00522655576972636;0.01755277559918872;0.02330157186015175;0.02129826151718528;0.01167498907800446;-0.0002003625287848032;-0.008592069149017334;-0.013640030713404638;-0.017782619696552482;-0.021235586475517765;-0.022673460639129228;-0.0198896221690259;-0.014703095464383087;-0.013245674008030006;-0.024677686014417888;-0.03627962656950545;-0.04004084962909504;-0.03937764289015433;-0.03473936223377616;-0.0263653874902402;-0.011668809137101888;0.0072364274222972425;0.024466105436874663;0.03470767983945755;0.03772405067742879;0.03635895125946753;0.032986451256073135;0.02902627168065408;0.02656304204868054;0.026959541490522487;0.027583565752385075;0.029024326700275216;0.03473588975809383;0.029911027621414732;0.027598779080277747;0.025619969529620645;0.026070123001680545;0.03385098808902809;0.03063697734121551;0.019372914049584966;0.012570311962547986;0.011603150327326839;0.009596709225137334;0.003937242899910931;-0.0036932235046968076;-0.0121171327970796;-0.01715921951552568;-0.026804683067030877;-0.032190918922424316;-0.034248821816201924;-0.03577457545167306;-21.89508475287486
-0.008035875856876373;-0.006765759597390397;-0.004483508861671065;-0.0013499113462739076;-0.0003562390299166607;-0.00026839226484298706;0.000307016832343604;-0.000650353350881816;-0.002566956236200818;-0.006293735387971844;-0.009688708236662014;-0.010972539499654599;-0.01249635232202076;-0.012807918807207525;-0.011724131213406375;-0.011365767505209318;-0.01110603950791439;-0.010246969885745277;-0.009770720186880077;-0.009799471345998484;-0.010182160442158333;-0.010538042096768396;-0.009764535068455399;-0.007438010962332708;-0.00451269846851543;-0.0017076385980945574;-0.002212481225951246;-0.007680271515401738;-0.017019328803329126;-0.027754917109416688;-0.03783600802643822;-0.045145028349706684;-0.045322485646959065;-0.04322763065160329;-0.04369845935853861;-0.046103271387391176;-0.04834281135413604;-0.05046642268613233;-0.05249628538297396;-0.054163953889224514;-0.055204672707339475;-0.053836548732498934;-0.05161121828576265;-0.048564773116071325;-0.04518010543059492;-0.042426523389452575;-0.03899963099067494;-0.03219324274588442;-0.022181055808471406;-0.014578289904836894;-0.011204227552575607;-0.011932827658572454;-0.009991656420594575;-0.008695536498296075;-0.011271554282156093;-0.016362930000838605;-0.02041272010843631;-0.01956109071181994;-0.01716523832183775;-0.01654008056147621;-0.016484773765176042;-0.015734322495379705;-0.015546587059053318;-0.01465777118327255;-0.011884588306233013;-0.005826298463142532;0.003690573876186931;0.011467767216391478;0.014907568945723038;0.013333263033527443;0.006606001470048528;-0.002446354950888685;-0.009422063827514648;-0.013516053052271826;-0.016411623459751334;-0.01915758974471332;-0.021147462523589677;-0.020521640019901755;-0.018429071216259918;-0.018882664078373024;-0.028581671037916423;-0.03743762560820174;-0.039910851898839916;-0.03936461927527091;-0.03590937160839469;-0.0296423912553464;-0.018298812589402913;-0.0035815771858570544;0.00942111823518399;0.017337694259013214;0.020190092719207353;0.01985996835312598;0.017954457866943496;0.015704275945485624;0.014293008689152953;0.014887574365583522;0.015027608911869939;0.013708317178790841;0.016626866187079425;0.01557903118052728;0.013791780350571936;0.010313973588458536;0.01012707261715906;0.01631500357288429;0.013860952045957942;0.004366908285577398;-0.00047672754627159364;-0.00027486328351300493;-0.0010182819629119821;-0.005553723896964069;-0.011369169263516388;-0.017748102798300303;-0.02261322332640825;-0.032512662269301384;-0.03667092323303223;-0.037614815315957784;-0.03954957602387765;-26.465084447699077
-0.008513875305652618;-0.007074764977067216;-0.004715505040298079;-0.0017989131353669252;-0.0011962472887362408;-0.001507394015789032;-0.0015539891891560298;-0.003307349601034404;-0.00529495651944209;-0.008997729900529827;-0.012492704441991909;-0.01368852944697363;-0.015404343731322517;-0.015768928548036992;-0.014600129829624942;-0.014222767140905729;-0.01379604183011135;-0.012698970861354103;-0.012175707998922314;-0.012376463261701304;-0.013186174934193245;-0.014362037686978357;-0.014125538705769242;-0.011807016523207647;-0.009007708248445545;-0.006412650442729567;-0.007521481837256483;-0.014523272165807621;-0.026690316528587;-0.04128093954365131;-0.05576301391346977;-0.06706603717500881;-0.06909648366903853;-0.06706561425984914;-0.06743144938501261;-0.07007527603941449;-0.07231380272719817;-0.07439342583135022;-0.0766682934205411;-0.07876296960196255;-0.07966968227746124;-0.07677454690811997;-0.07260623915215669;-0.06772778562064896;-0.06260911451052809;-0.058446508469217895;-0.05381464857166096;-0.045352219777592184;-0.03360604431669589;-0.02526128999257493;-0.02089922104851677;-0.021533824629702825;-0.019345651743775727;-0.017645561341512017;-0.020123559287038906;-0.02555694645744261;-0.0299347111229169;-0.028452106956708245;-0.02522122329574522;-0.02428507830126808;-0.02401179731902431;-0.02265632910243537;-0.02215557987407102;-0.02111676890971298;-0.018218595092579448;-0.012047324645317214;-0.0023514297554048658;0.005738777376837645;0.009092569603758316;0.006585242384571144;-0.0023620239758895822;-0.014196367587073377;-0.023696064949035645;-0.029339029879893286;-0.03276159475415441;-0.036069573234703556;-0.03903645554841573;-0.03944763465453005;-0.03843307545629593;-0.04044568740715415;-0.054388664283994914;-0.06586761065458846;-0.06828385490482136;-0.06716863634222647;-0.062381373876232216;-0.053966391137090786;-0.03871778436636519;-0.018902593497502562;-0.0015718856100308543;0.008975699038828888;0.013109060919890947;0.013122974563453127;0.011084486114776748;0.008567275384725126;0.006997042540776488;0.00772553985401736;0.0070815945075730635;0.004154348272388253;0.007678897704108234;0.006378040980484556;0.004178743241196936;-0.0007710598282895109;-0.0009679147752664763;0.007846971689644544;0.004544924881498713;-0.008575107839147944;-0.014989743293341906;-0.014247860948918278;-0.015038248088400263;-0.021530748929007526;-0.029978216199551544;-0.03945712770445875;-0.04760521246215044;-0.06385165200395104;-0.07056891918182373;-0.07135581263041091;-0.07409154055482248;-31.055084600286968
-0.0046538785099983215;-0.0036797589164669353;-0.0016765026217800127;0.0016180870391554747;0.0030777484683667256;0.003554604947566986;0.0049290143079676885;0.00503864177202773;0.00307603900210332;-0.000881737950494732;-0.004288706233945949;-0.005671540811910458;-0.006905347235121956;-0.007170928736864507;-0.00623412619707947;-0.005948763277571073;-0.005908037646342124;-0.00538597268573307;-0.005040704193761791;-0.004970466939069468;-0.005001175706669442;-0.004613042382870691;-0.0033135392655760654;-0.000812015922392828;0.0028392960459499017;0.006252353095402147;0.006176529799477526;0.001193727603403194;-0.0071373257344051755;-0.016076936686443055;-0.023968003942804794;-0.02933802556688503;-0.02831948586439681;-0.026007640159736223;-0.026774465532626135;-0.029556276939683046;-0.032307820805048515;-0.03488743747189893;-0.037165285293328576;-0.03901096307120083;-0.04066167582394714;-0.040918553279618075;-0.040671232772075516;-0.03931577137466202;-0.03720711992453718;-0.035438504638308166;-0.03275363046233937;-0.027298241096027853;-0.018008045220779145;-0.009509272494558574;-0.006752207622689743;-0.0085048155259278;-0.0070816384533704535;-0.006464564446675591;-0.010559546997991665;-0.01719292467933592;-0.021936721468375886;-0.02174309754775744;-0.019738221825179425;-0.019339084877806167;-0.019690788398354753;-0.019727327055850286;-0.019866582700761692;-0.018715774608870694;-0.01516060859470042;-0.007084314095771926;0.006276551192089641;0.017720771290488158;0.02292355920298622;0.021034242743152687;0.012300003383119207;0.0018146320924920523;-0.005533069372177124;-0.010003044696177466;-0.013753613930637565;-0.0168065739385152;-0.018015476859222;-0.01545163913298464;-0.010679096488629303;-0.009016664856571266;-0.018105677881483317;-0.02769763060545516;-0.03101685542171284;-0.030561639090715853;-0.026768373483318397;-0.019851404478994472;-0.0076857883546311845;0.00796539222790027;0.02244914386232022;0.03116168031248001;0.03372106233895833;0.03250199430069678;0.02953546153286757;0.026051284650624784;0.023798042182194945;0.023761573484388454;0.023783590834019597;0.025339329141681466;0.030586870039923664;0.025460050772812437;0.02347473370826847;0.02253596560429716;0.02318007259045618;0.02984799975055763;0.0271909348035263;0.0178939439987732;0.012079288898888318;0.011056098897578304;0.00901174924131165;0.004246233378426556;-0.00231421044317337;-0.009528145446615732;-0.013543184530937058;-0.020776686526961297;-0.0252569317817688;-0.02707880028223586;-0.027889596203626188;-17.32508505805064
-0.006014876067638397;-0.005145764957040055;-0.003236505187163924;-0.0004459175012879457;0.0004157603292141987;0.0004886016249656677;0.0010750226802745122;0.00013864823317122354;-0.0018449651740365114;-0.00549774515931889;-0.008753705075231655;-0.0099475333246134;-0.011297345287719002;-0.011584920903383672;-0.010621132360676577;-0.010318767216246;-0.010093043668795432;-0.009313963479914894;-0.008908717814138378;-0.008993467537023264;-0.009385171835705391;-0.009854034094487207;-0.009253544448795975;-0.006875015290106756;-0.0035177032321186408;-0.0005266470676761614;-0.0012474820270376719;-0.007279266366514103;-0.01743532452037777;-0.029163941109584535;-0.040378026916819076;-0.048895024773428;-0.0498314876172502;-0.04796262363256032;-0.048520445318545324;-0.05101627363996991;-0.053311812170481254;-0.05540043557599439;-0.05750328416036349;-0.059405973780963406;-0.06061367501141662;-0.059174532102326205;-0.05686024172326265;-0.053716789994199377;-0.050104104740134714;-0.04710150939428198;-0.0434516509205608;-0.03660222812224245;-0.026451043153213227;-0.018342293420080424;-0.01482219968811943;-0.015935815997042913;-0.014152656672364594;-0.013026558999287896;-0.016180563023534877;-0.02199592655998167;-0.026359713936256135;-0.025409111026990228;-0.022779220999297467;-0.022082090630369644;-0.02209279597815822;-0.02135131520740058;-0.021103587696107762;-0.02003777582766647;-0.01683159500865611;-0.00996831463555159;0.0011545452526059985;0.011004758335776244;0.015603572382765274;0.013560267323154518;0.004910994384248357;-0.006405355061514906;-0.015167057514190674;-0.020517035813654882;-0.024163594942981925;-0.02741959817328693;-0.02965146580995137;-0.02886763139296389;-0.026286095885907135;-0.026764692896503517;-0.03860967568421769;-0.04910961576437545;-0.05184385079448506;-0.05100162150496146;-0.04663737320293815;-0.038941401293722255;-0.025098778686280965;-0.007104628924596068;0.009071119761062896;0.018841698260630646;0.02228108326257283;0.021761952567908693;0.019358445274627822;0.01644528088933328;0.014571004752385375;0.015071573904005153;0.01478358749615949;0.013823354143207345;0.01822689327143001;0.015187011431839537;0.01292274462974674;0.009821937245837686;0.010003094956026248;0.017964979349556653;0.014938961651365656;0.003458891127069097;-0.0027267432818978143;-0.0027038717673997237;-0.003969248321096797;-0.009642721737845417;-0.017249167470608673;-0.02566109622939161;-0.03191023660918413;-0.04398768887681481;-0.049899935722351074;-0.05122982748484206;-0.05300955651170114;-21.89508475287486
-0.007028885185718536;-0.006058759103387101;-0.0041055111056667315;-0.00161691035254527;-0.001088243672403233;-0.0013163909316062927;-0.0014169879131397944;-0.003065354743246318;-0.004884951069193372;-0.008128738883188213;-0.011118713071790798;-0.012134532049550839;-0.013581350572028389;-0.013866929432093084;-0.01290112923262482;-0.012567754771749845;-0.012164036853838767;-0.011185966558375587;-0.010661720219305004;-0.010708471981145579;-0.011290166085049264;-0.012308031825696009;-0.012111542462292374;-0.010065011175002081;-0.0072347084849567755;-0.004319648242602919;-0.00473646971128755;-0.01051927054837598;-0.02091432842662777;-0.03344292875568744;-0.045813016846018295;-0.05563702535326198;-0.05789149590468001;-0.05647664049924428;-0.05681946823152445;-0.05900725974874982;-0.060839819200968315;-0.06249443138554944;-0.06436929220365267;-0.06614597760519741;-0.06693367470624084;-0.06453355591175919;-0.06106323344727693;-0.05702776840682755;-0.05281210766505384;-0.049342509927385925;-0.04543664950435444;-0.03820922895003176;-0.028262070680068696;-0.021205283322576762;-0.017507210121316452;-0.017945803828158635;-0.01593966352737558;-0.01444854700969439;-0.016468572667089565;-0.0209839290986627;-0.024609721565650666;-0.0232211139242528;-0.020451242388305035;-0.01967409278376625;-0.019406772266000016;-0.01818431181422736;-0.017686602422746556;-0.016656761957427213;-0.013729590480610454;-0.007547322976387161;0.0020115706375089526;0.010331762291617308;0.014174551024275284;0.012386264437336036;0.004752982470948797;-0.005951376284583143;-0.014999061822891235;-0.02055703053029917;-0.023992619019443717;-0.027285577129509464;-0.030392470753799028;-0.03129962010908938;-0.0307780807301149;-0.03275868498672874;-0.04485466293359208;-0.05464661904310775;-0.056723861876180615;-0.055848641415773836;-0.05187036299099357;-0.0448403835801755;-0.031887777528520345;-0.01489459836887097;5.311582048062036e-05;0.009187712760294953;0.01283410469354207;0.0129549490698313;0.011267472374237197;0.009188296178639921;0.007862025145756957;0.00858456199452029;0.008107569258091862;0.0051903366032293174;0.008184881533606525;0.007422016333725523;0.005419771550065344;0.0009399511046328524;0.000810091778383426;0.008382996260109632;0.005616974022428889;-0.0057381055617736765;-0.011105725825843127;-0.010252859632847722;-0.010674294021170039;-0.01604372414491939;-0.02311217835393997;-0.030920133247213877;-0.03772818638106523;-0.05154067025346276;-0.05729389190673828;-0.0578048158500154;-0.06011156914597848;-26.465084447699077
-0.008485876023769379;-0.007388762245743974;-0.005515503681312178;-0.003414914264517316;-0.003252249905618565;-0.0037894025444984436;-0.004544980066307519;-0.006906352558378459;-0.00862795884831477;-0.011558732870271649;-0.014374706199613674;-0.015211532429113217;-0.016750350720801582;-0.017057923694788396;-0.01607813130495911;-0.015708770539800992;-0.015159036143351401;-0.013960965104022255;-0.013366713109662975;-0.013526460376836497;-0.014400172536656014;-0.01606103828397848;-0.01638154470819539;-0.014410010965193731;-0.011711702761003528;-0.009018640018115615;-0.009963469232543043;-0.016584266671689885;-0.028266322941093103;-0.04263693031113025;-0.05718802685959862;-0.06911402296716884;-0.07281447239851546;-0.07174463847936208;-0.0719284708217039;-0.07390028490858563;-0.07537879277083831;-0.07669243658498182;-0.07846629733251315;-0.0802889677175021;-0.08074967373730774;-0.07726254503605728;-0.07246023757477937;-0.06732278696056138;-0.06218011007975721;-0.057955515207880615;-0.053560643377950634;-0.04581522865820742;-0.035777054095672334;-0.029284275689367534;-0.025162204847497482;-0.02531481546870734;-0.02327166068351877;-0.021498554591405206;-0.02282755379959689;-0.026676947535094586;-0.02990872349779483;-0.028035112861859612;-0.024905229271468488;-0.023935079827146988;-0.02343479455527614;-0.021733321375766057;-0.020957586118730442;-0.019942766023894498;-0.017318594758793437;-0.012027327286995071;-0.004083451325610554;0.002653760172552977;0.005405545487242203;0.002985241049427101;-0.005178015615980525;-0.016474367703421644;-0.026354074478149414;-0.03239305266889475;-0.03568860004513952;-0.03898757822432758;-0.042702469027648515;-0.04483461304236269;-0.04588308980909439;-0.04926666819443137;-0.06282668522859025;-0.07285962291693282;-0.07443386215274617;-0.07325963499182364;-0.06903635167469413;-0.06166439061447726;-0.047929801425691365;-0.02989759409831738;-0.014175883794234956;-0.004477307705555877;-0.0002609165543216996;0.000288962055060793;-0.0009515394093626561;-0.0026587230169167198;-0.003737992401850465;-0.0029324262829150127;-0.004260394532801692;-0.008829629522258964;-0.006247131501214032;-0.006497992802474428;-0.008590240599745447;-0.013951017694958212;-0.014198894217862912;-0.0056780374656288934;-0.008679021213014226;-0.021234061505834956;-0.02682174211841515;-0.025336887876866276;-0.02546727278475036;-0.031577767456992145;-0.039463222531949005;-0.04829011882765821;-0.05677324129363237;-0.0738016937748861;-0.08046090602874756;-0.08046179302668166;-0.08333556530839303;-31.055084600286968
